id,transliteration,translation
31688,i-na-an-na u4.2.kam,In 2 days from now
31689,a-na dEN.z]U—a-g[a]-re-ed,Tell Sin-agaréd
31690,dutu ù dmarduk da-r-i-is li-ba-al-li-tû-ka,May Samas and Marduk keep you in good health forever
31691,ma-am-ma-an X_0 du-ub-bu-bi-im,no Y_0 should harass
31693,dutu ù dma]rduk li-ba-al-li-tû,May Samas and Marduk keep you in good health
31694,as-sum sa X_0 k a. din g ir . r a ki ta-al-li-ku ma-di-is na-nak-d a-ku,I am Y_0 worried about the fact that you went to Babylon
31695,a-na dna-bi-um—at-pa-la m,to Nabium-atpalam
31696,X_0 dna-bi-um—at-pa-lam ù 1-1i—iu-ti-ta,Y_0 Nabium-atpalam and Ilijûtu
31697,um-ma dmarduk—m u-sa-lim-ma,Thus says Marduk-musallim
31698,10 erim e-pf-is-tam,a group of 10 workers
31699,X_0 ti-ra-[t]i-ku-nu se-e-ri-im,Y_0 order to plaster your roofs
31700,i-na se-ri-ku-nu,When you are plasting
31701,as-sum a. s à-im sa a-wa-tu-su X_0 ga-am-ra,Concerning the field over which negotiations Y_0 not been concluded
31702,a-wa-at a . s à-i]m gu-m]u-ur,Bring the negotiations over the field to a conclusion
31703,te4-em a . s à -im su-up-ra-am,send me a report about the field
31704,te4-em-ka su-up-ra-am-ma,send me «your» word
31705,a-na dna-bi-um—at pa-lam,to Nabium-atpalam
31708,li-ba-al li-kat-ka,keep you in good health
31713,i-na za-re-e-em,of Sut-ré'î
31717,i-na pa-ni-ka,in before your arrival
31720,a-na su-nu-si-im-ma,for them
31721,is-tu se-um X_0 ma-a-s-ka-nim,from the Y_0 for the purchase
31723,se-e bal-bal-lak,barley of Halbialla
31726,as-sum tup-pi,Concerning the tablet
31729,ar-bi-is li-il-li-kam-ma,come quickly
31730,se-am lu-ut-ba-lam,I can collect the barley
31732,se.gis.1 a-ga-am-ma,I bought sesame
31737,a-na d nanna—in.tub,to Nanna-intub
31738,a-nu-um-ma Pd iškur—ba-zé-er at-tar-da-ak-kum,now I have dispatched Adad-bazer to you
31739,be-le-s[u-n]u a-b[a-t]i ù ma-si-ik-tam at-tar-da-ak-kum,I have dispatched Belessunu my sister and Masiktum to you
31740,di-sar—ki-di-SU ù dma.mi ka-la-tum li-ba-al-li-tû-ka,"May Isar-kidissu and Mami, the daughter-in-law, keep you in good health"
31741,e-bu-ru-um qé-[r]u-u[b],The harvest is near
31743,u 4 . 5 . k am li-ib-ta-li-it,be kept alive for 5 days
31744,a-na d n a n n a — i n. tub qi-bi-ma,Speak to Nanna-intub
31745,ib-ba-tum a-bu-ka-ma,Thus says Ibbatum your brother
31746,dutu ù d m a r d u k li-ba-al-li-tû-ka,May Samas and Marduk keep you in good health
31747,be-el-su-nu du m u a-bi-ia,"Bêlsunu, my brother's son"
31751,a-ana a-wa-tim an-ni-tim,in this matter
31752,ta-na-di ma-di-is,Apply yourself as much as possible
31753,i-na X_0,I Y_0 in
31754,da-mi-iq e-pé-gu-ma,A fine thing this is
31755,an-nu-um X_0 te-pu-ga-an-ni,that Y_0 have done to me
31756,i-na pa-ni wa-sí-ti,before the departure of
31757,la ni-in-na-am-ru,we did not meet
31758,é-ti X_0 su-ba-ri,my Y_0 and the servants
31760,d utu ù d marduk li-ba-al-li-tu-ka,May Samas and Marduk keep you in good health
31761,a-nu-um-ma a-pil—ku-bi,Now I have dispatched Apil-Kubi
31763,û-ul il-li-ik,(but) he did not go
31764,X_0 a-hi-ia,Y_0 my brother
31765,me-bi-ir tup-pf-ia,an answer to my letter
31766,d i n g ir na-si-ir-ka,your protective deity
31767,a-na su-nu1-mi-ka as-pu-ra-am,I am writing to (inquire about) your well-being
31768,su-lum-ka ma-ah-ri dutu ù dmarduk 1u da-ri,your well-being last forever before Samas and Marduk
31769,ki-a-am ta-aq-bi-a-am,You had told me the following
31770,ki-ma a-na Uni z i m b i r ki-ma,As soon as I arrive in Sippar
31771,le4-mi a-sa-pa-ra-ak-ku-[um],I will write you my report
31772,su-lum-ka tz-ul ta-as-pu-ra-[a]m,you did not write me how you are
31773,as-sum giku-ru-pé-e,As to the baskets
31774,as-sum sa-ma-as-,the garlic
31775,sa û-na-i-du-ka su-us-qt1-[u]1,about which I gave you instructions
31776,"lup-pi u""s-ta-bi-1[a-a]k-ku-[u]m",I have sent to you (with) my tablet
31777,su-bi-lam ù Id-ma sa a-na-ku al-li-[k]a-am a-na pa-ni-su i-zi-iz,send me some (if) I had come myself
31778,a-sa-mi-id su-lum-ka ar-b[i-is] su-up-ra-am,still have not prepared the <gap> Write me soon how you are
31779,me-hi-ir lup-pi-ia su-bi-lam,send me an answer to my letter
31780,a-na d n a n n a— i n.tub qi-bi-ma,Speak to Nanna-intub
31781,um-ma si-ki-il-tum-ma,Thus says Sikiltum
31782,i-nu-ma a1-1i-k[a-a]m,When I came
31783,"0,0.3 k a s X_0 z i m[ b i r k1] ub-lu-[nim]",3 seahs of beer Y_0 Sippar. They had brought
31784,ti-ul ta-a[d-di-in o o],You did not give
31785,"0,1.4.0 k a s X_0 si-ia-[tum] i-di-in",Give 10 seahs of Y_0 to Sijatum
31786,la ta-ka-al-la,Do not withhold (it)
31787,it-t[i]-su-nu 1a-qi-a-[k]u,I have received from them
31788,el-qi [1]a [t]a-ka-1a I -su-nu-s[i-im],Do not deny (it) them
31789,a-na d n an n a—i n. tu b qi-bi-ma,Speak to Nanna-intub
31790,a-wi-lu-u hi ma-an-ki-stimki,The gentlemen of Mankisum
31791,"""se-a-am sa il-qû-nim a-na si-bu-tim is-ta-ak-nu-û-ma",the barley which they received have just set apart for (their) purpose
31792,se-a-am ba-as-bu-li,they need barley
31793,10 s e . g u r i-di-is-su-nu-si-im-ma,Give them 10 kor of barley and
31794,Pbe-el-su-nu ra-bi-a-nu-um X_0 si-bu-u[t il r ] u k[i],let Belsunu Y_0 mayor and the elders of the city
31795,ka-ni-kam li-zi-b[u]-n[im],make out a sealed document
31796,sum-ma su-nu-ti tu-sà-al-li-im-su-nu-ti,If you reconcile them
31797,a-na-ku it-ti-su nu ka-ni-kam lu-zi-ba-kum,I myself want to make out a sealed document for you with them
31798,ma-ti-ma X_0 si I -bu-tim ti-ul as-pu-ra-kum,I Y_0 wrote you to ask for anything
31799,ù sum-ma it-ti ib-ri-ka ta-ma-ra-am,but if you can find (it) with your friends for me
31800,a-na sa as-pu-ra-kum X_0 tu-us-ta-ba,do not be Y_0 to what I wrote to you
31801,i-na an-ni-tim at-bu-<ut>-k[a] lu-mu-ur,Let me see your brotherly feeling (for me) in this (matter)
31802,um-ma dEN.ZI-i-din-nam-ma,Thus says Sin-iddinam
31803,dUTU ù dmarduk li-ba-al-li-lû-ka,May Samas and Marduk keep you in good health
31804,sa aq-bu-ku-um,I spoke to you about
31805,û-ul ru-u-a-ku-ti-ma,I am not far away but
31806,X_0 ka-ap-ri-im,Y_0 the village
31809,um-ma dZa.ba4.ba4-ba-ri-ma,Thus says Zababa-bari
31811,a-na in-ba-tum X_0 dIskur-na-sir,to Inbatum Y_0 Adad-nâsir
31812,dIskur-na-sir ù dIskur-nu-ri,Adad-nâsir and Adad-niri
31813,a-la-kam li-pu-su,must travel here
31815,a-na é la te-gi-i,Do not neglect the family
31816,dutu ù dmarduk da-ri-is li-mi,May Samas and Marduk keep you in good health forever!
31817,tûg.bi.a sa na-da-nim a-di-in-ma,"the textiles which could be sold, and I sold"
31818,a-na dEN.zU- e-ri-ba-[am,Speak to Sin-eribam:
31819,si-ma-[a]m a-ga-am-ma tî-ul at-ru-da-kum,I bought (pieces of) merchandise but I did not dispatch (anybody) to you.
31820,na mi-nim e-te-pu-sa-am,Why do you persist in this attitude?
31821,dutu li-ba-al-li I -it-ka,May Samas keep you in good health
31822,sa-pí-il-ti kù.babbar,the rest of the silver
31823,dutu ù dMAR.DUK li-ba-al-li I -lû-ka,May Samas and Marduk keep you in good health
31824,X_0 a-šu-ur at-ta-si,Y_0 left for Assur
31827,dug na-as-pa-ka-am,storage jar
31829,dutu ù dmar.duk li-ba-al-li i-tu-ka,May Samas and Marduk keep you in good health
31830,X_0 a-su-ur at-ta-si,Y_0 have left for Assur
31831,X_0 a-su-ur a-na-ku,Y_0 am in Assur
31832,a-na è r—dEN.ZU qi-bf-ma,Speak to Warad-Sin
31833,um-ma ta-ri-sa du mu.mu nus-ka-na-ma,Thus says Tarisa your daughter
31834,um-ma be-el-zerim,Thus says Bēl-zerim
31835,ding ir re-a-ka 4-na da-mi-iq-tim li-ki-il,May your protective deity be favorably disposed towards you
31836,ki-ma ša é X_0 é il-li-ka-am re-ú-us-šu ta-at-m-da-as-šu,As if family Y_0 to family you sent him away empty-handed
31837,i-na-an-na ba-bíl-we-du-um,Now I have dispatched I-Jabil-wédum
31838,X_0 i-na-é.ul.mag-zerum dumu,Y_0 of Ina-Eulmag-zerum son of
31839,ki-ma is-sà-an-qa-ak kum i-zi-is-sû,"As soon as he reaches you, stand by him"
31840,la ta-sa-ap-pa-ra-am,do not write to me
31841,a-na e-li-e-re-sa,to Eli-erassa
31842,um-ma d mar duk-na-ir-ma,Thus says Marduk-na ir
31843,dutu ù dmarduk as-su-mi-ia li-ba-li-tti-h,May Samas and Marduk keep you in good health for my sake
31844,is-tu še-e-re-et-ma,ever since she was young
31845,Pna-na-a a-na ḳi-u-mu X_0,Nand promised the Y_0 of the gentleman
31846,am-sa-li i-nu-ma ugula mar.tu il-li-kam,"Yesterday, when the general came"
31847,ta-az-zi-im-ti X_0 i-du-ur-ma,he Y_0 afraid of the city's complaint
31848,tup-pí ma-ru-ti-ša a-na a-ma-at dEN.zu id-di-is-gi-im,gave Amat-Sin an adoption-contract
31849,id-ma qa-ti X_1 dumu X_0 X_0 i-iš-ú-zu-si ni-si-ir-ma,We put Y_1 on Y_0 Y_0 and the son of the gentleman who married her
31850,ù na-ba-al-ku-turn,breaking of undertakings
31851,a-na dingir-gu—ba-ni,to Ilgu-bani
31852,i-nu-ma pd igkur—ra-bi,When Adad-rabi
31853,a-wi-lum nu-ru-um—li-si,The gentleman Nùrum-lisi
31854,X_0 la na.gà-su,Y_0 a field that was not his
31856,a-wi-lum dx—sum—ibil-a,The gentleman <gap> -nâdin-aplim
31857,um-ma nu-ru-um—li-si-ma,NUtrum-lisi said the following
31858,as-sum ga géme-ka,Concerning (the fact) that
31859,lup-pf X_0 be-il-ia,I Y_0 your slave-girl with my letter to you my lord
31860,pdEN.ZU—na-s[i-i]r u g u l a,Sin-nâsir the majordomo
31861,X_0 iq-bu-gum,Y_0 spoke to him in the following terms
31863,a-[n]a mi-nim [k]a-1i-ma i-ma-a-a[t],Why is he being held? He will die
31864,i-na d[a-b]a-b[i]-im û-ma-ab-bi-sû-su-ma,During the trial they beat him repeatedly
31865,as-gum d]a-b[a]-bi-im,Concerning the words
31866,a-na a-wi-lim d m a r du k ad-da-bu-ub,I talked to the honorable Rïs-Marduk
31867,a-wi-lum ib-ni—d u tu a-bi erim,"the honorable Ibni-Samas, the personnel manager"
31868,a-na a-wi-lim dm arduk—mu-ba-lf-il qa-ab-b[a-i-im],"I talked to the honorable Marduk-muballil, the `speaker`"
31869,re-es-ka i-ka-al-lu,they will be at your disposal
31870,X_0 X_0 sa dmarduk u-ba-al-li-te-su,Y_0 Y_0 gentleman whom Marduk has kept in good health
31871,um-ma su-mu-IAIki-ma,Thus says Sumu-Aksak
31872,as-sum i-bi-diskur dam.gar i-da-ma-ra-az,Concerning Ibbi-Adad the merchant of Idamaraz
31873,i-na pa-ni-tim i-nu-ma a-na tam-li-tim X_0 É.DURUS-bi-sak,when earlier to Adur-bisa for Y_0 replacement
31874,a-wi-lum il-li-kam,the gentleman came
31875,ki-a-am aq-bi-kum um-ma a-na-ku-ma,I spoke to you as follows
31876,a-na pi-ba-ti-su-nu la iz-za-az-zu,do not perform their duties
31877,a.sa-lam su-a-ti X_0 i-di-ka,this field Y_0 under your control
31878,te-er-su-ma KU-pa-ar-tam sa é-tim,bring a <gap> of the family
31879,sa dumu.mu nus é-tim li-il-qé-ma,let him take of a daughter of the family
31880,is-ti-a-at li-pu-us,let him cooperate
31881,X_0 ka.dingir.ra wa-ar-ki-ka il-li-kam,Y_0 come to Babylon after your departure
31882,tup-pi ik-su-da-ak-ka-ma,my letter had reached you
31883,X_0 se-ri-ka at-tar-da-as-su,Y_0 send him to you
31884,a-na -ku an-ni-ki-a-am lu-u-ster-di-su-ma,so that I can help him along here
31885,Père-dda-gan ma-di-is ia-ti u sa é na-ap-ta-ri,Warad-Dagan has caused me and my guests much reason to complain
31886,wa-ar-ka-as-sé pu-ru-és,look into his affair
31887,sum-ma X_0 gilban dki-it-tim in-na-ad-di-in,if Y_0 is going to be sold according to
31888,na dingir-šu—ib-ni,to Ilgu-ibni
31889,be-el pi-ba-ti-ia,my chargé d'affaires
31890,su-ud-du-na-ma ia-ak-na,has been released
31892,sa-at-turn it-ta-al-ku,the rent of the field has been collected and deposited
31894,a-na gum-ma—du,to Summa-Samag
31895,be-li di-gar—ki-di-šu,my lord Igar-Udissu
31896,X_0 dam-q6.-tim,Y_0 of good
31897,u4-um un-ne-d[çt]-it[k-k]i,As soon as
31898,a-na ta-ap-pa §u->i[k-n]a-nim-ma,Make a partner with you
31900,tup-p[i] tu-un-nu-bu,Tablet of Tunnubu
31901,a-na a-bi-ia sa dmarduk i-ba-al-la-tú-gu,to my father whom Marduk keeps in good health
31902,dùtu X_0 dmarduk da-ri-is u a-mi a-bi li-ba-al-li-tú,May Y_0 and Marduk keep my father in good health forever
31903,se-li-bu u-gu-la mar.tu,Sélibu the general
31904,a-na ga-mu-ub-dx,Speak to Samub-Adad
31905,um-ma e-r[i-i]g-ti-[dx],Thus says Eristi-<gap>
31906,a-na a-bi-ia sa dmarduk u-ba-al-la-tú-gu,to my father whom Marduk keeps in good health
31907,dùtu ù dmarduk da-ri-is li-mi li-ba-al-li-tú-ka,May Shamash and Marduk keep you in good health forever
31908,a-na se-im,for barley
31909,a-na dEN.zU—na-di-i[n]-mi,to Sin-nâdin-sumi
31910,um-ma i-ttül—i§tar-ma,Thus says Utul-Istar
31911,X_0 PA.PA ga dmarduk ti-ba-a1-1a-tti-k[çt],Y_0 the captain whom Marduk keeps in good health
31912,um-ma dEN.ZU—mu-ga-lim-ma,Thus says Sin-musallim
31913,um-ma be-el-su-nu-ma,Thus says Bèl-sunu
31914,dutu ù dmar-duk as-su-mi ia da-ri-is un-mi li-ba-al-li-tu-ka,May Samas and Marduk keep you in good health forever for my sake
31915,zimbir-ki ka-lu-gu i-de-e,All of Sippar knows
31916,is-tu pa-na ta-ag-mi-la-ni,in the past you have obliged me
31917,gi-mi-il-la-ka ra-bu-um e-li-ia sa-ak-nu,done me great favors
31918,um-ma ku-ur-ku-ur-tum a-ba-at-ka,Thus says Kurkurtum your sister
31919,dutu ù X_0 dsku.r as-su-mi-ia li-ba-al-li-tu-ka,Samag and Y_0 lord Adad may keep you in good health for my sake
31920,sa-al-ma-ku a-na-ku X_0 at-ta-a-ma ni-ir a-te-eb i-sa-ni-ma,"I am Y_0 You and I, we are (the only ones) left"
31921,um-ma be-el-nu mu-ne-er-ka-ma,Thus says your servant
31922,sa-pi-ri at-ta it-ti-ia,"You, my superior"
31923,um-ma dEN.ZU-a-ba-am-i,Thus says Sin-abam-iddinam
31924,sa as-pur-ra-am,I sent you
31925,X_0 be-el-ia d m ar . « m ar». tu,Y_0 my lord Amurrum
31926,sa i-na ma-bar dutu qi-bi-is-sü sa-ma-at,whose pronouncement is heard before Samas
31927,um-ma ar-du-um s a g . è r-ka-ma,"Thus says Ardum, your servant"
31928,it-<ti> a-mi-li ta-ab-na-an-ni-ma su-qà-am tu-se-te-0.-an-ni,You have created me among men and you have made me pass (safely) along the street
31929,11 sa-at-ti-sa udu s i s k u r. s i s k u r. r e a-1a-qé-ku-ma,I used to bring you a sheep offering every year
31930,a-na i-lu-ti-ka ka-bi-it-tim i-ip-pu-u§,I prepared (it) in honor of your venerable divine rank
31931,"i-na-an-na na-ak-ru ik-""su-da-an-ni-ma",now an enemy has befallen me
31932,"mu-u""s-ke-né-ku-ma a-au -bu-a û-ul i-a-ri-ru-ni",I am miserable. (Even) my brothers do not come to my help
31933,Sum-ma AN ka ra-bi-tum Sa X_0 am i-na gig n â na-da-a-ku,"If your great divine power Y_0 (me), raise me up from the bed on which I am lying"
31934,di-ki-an-ni u d u s i s k u r. s i s k u r. re là-ab-da-am,bringing a generous sheep offering
31935,lu-ul-qé-a-am-ma X_0 ma-har din g i r -ti-ka lu-ul-li-ka-ak-ku,"let Y_0 come to you, to your divine presence"
31936,"a-mi-ru-ia X_0 dingir -ti-ka ba-ni-tim tü-""sa-aq-ri-ib",May Y_0 one who sees me submit a petition to your lofty divine power
31937,a-na da-mi-iq-tim,be favorably disposed
31938,um-ma a-na-ku-m[a],Thus says
31939,X_0 a.s à-ka a-ra-aI-ba-as,Y_0 your field
31940,ki-a-am i-pu-la-an-ni,answered me in the following terms
31941,X_0 be-el-numun,Y_0 the owner of the seed
31942,hu-za-lum sa erim gu-ti-um,"Huzalum, one of the Qutian workers"
31943,a-na ma-ab-ri-ka at-tar-dam,I have dispatched to you
31944,sig-an-tum u-ul id-di-nam,Ipqu-Antum did not give me
31945,um-ma i-bi-d nin.sub-ma,Thus says Ibbi-Ilabrat
31946,mi-im-ma la ta-na-zi-qu,do not worry about a thing
31947,ku.babbar-am ki-ma il-li-ka-ku,Collect the silver as soon as he comes to you
31948,a-na 1-11—a-si-i,to Ili-asî
31949,um-ma e-tel—KA—d mar d u k -ma,Thus says Etel-pi-Marduk
31950,"as-gum X_0 pf-ti ""sa ta-aq-bi-a-am",Concerning Y_0 2 bundles of which you spoke to me
31951,a-na cEN.ZU—e-ri-b[a],to Sin-eriba
31952,um-ma i-[d]}n a) —di s k u r-ma,Thus says Iddin-Adad
31953,as-gum gi-bi[a]-ri-ka,Concerning your servant
31954,a-na a-ba-turn,to Abatum
31955,um-ma dEN.ZU—§e-m[i-Mb,Thus says Sin-semi
31956,d u tu li-ba-al-1[i-i]t k[i],May Samag keep you in good health
31957,sa-al-ma-ku X_0 qa-ta-[ni],I Y_0 well. I have left for Qatanum
31958,mi-im-ma la ta-ql-a-bb-i,do not tell anything
31959,1-1ar-dam i-na sa 10 2 gfn igi. 6. gal kù. babbar,I have dispatched 1 <gap>
31960,as-sum sa ta-as-pu-ra-am,As to what you wrote to me
31961,gu-up-ra-am-ma rim aga. us. mes li-il-li-ku-ni-ik-ku,Write that the soldiers should come to you
31962,a-na pa-ni-gu i-li-is,Rejoice at his presence
31963,dutu ù dmarduk da-ri-is u4-mi li-ba-al-li-lü-ka,May Samas and Marduk keep you in good health forever
31964,lu sa-al-ma-ta lu ba-al-ta,"May you be well, may you be healthy"
31965,X_0 a-hi-ti-ia,Y_0 my sister
31966,a-na ni-gi-i-ni-gu,to Nigi-inïgu
31967,um-ma dEN.ZU-ge-mi,Thus says Sin-semi
31968,a-na 20 gin ku.babbar,to collect (the) 20 shekels of silver
31969,ab-bu-ta-ni gu-li-bi,shave off our slave-mark
31970,ki-ma a-wi-lu-ti-Id ep-si,Act in accordance with your status as a lady
31971,a-na e-tel-pi-dask-kir,to Etel-pi-Adad
31972,um-ma sa-at da-na-ma,Thus says Sat-Aja
31973,um-ma dEN.ZU-se-me-ma,Thus says Sin-seme
31974,a-na d nin.ur.ta-ni-gu,to Ninurta-nîsu
31976,a-na kg.. dingir.ra ki,to Babylon
31977,ar-hi-is li-ib-lam,at once
31978,a-na ér-si.gar,Speak to Warad-Sigar
31979,um-ma gi-mil-d marduk-ma,Thus says Gimil-Marduk
31980,a-na bu-ra-tum,to Buratum
31981,um-ma i-1I—ù—a u t u -ma,Thus says Ili-u-gamag
31982,ze-eb-pf qé-er-bi-a-am,my note
31983,a-na EN.ZU-na-tum,to Sinnatum
31984,um-ma 1-1f—a u t u -ma,Thus says Ili-Samag
31985,dutu <ù> dm a r. tu s li-ba-al-li-lû-ka,May Samas <and> Amurrum keep you in good health
31986,"ar-hi-i""s tu-ur-da-as-su",quickly send him
31987,an-ni-tam ep-sa-[am],do this
31989,se-am ta-ma-ab-ba-rù,you receive the barley
31990,gi-pí-ir-tum i-pí-at-ma,"There was little to tell, so"
31991,i-na li-ib-bi û-ul aš-tur,I did not write on it
31992,a-di be-lí at-ta mu-šá-ki-il,"While you, my lord and provider"
31993,e-šá-am ta-al-li-ku-ma,had gone somewhere
31994,i-na-an-na sum-ma be-lí i-qa-ab-bi,"Now, if my lord orders (it)"
31995,X_0 dumu etel-KA-šá it-ta-[lak],Y_0 will leave for the son of Etel-pša
31996,a-la-qé-am am-mu-ul-bi,I will take 1 garment
31997,id-ma ti-pa-hi-ru šá be-il-ia-ma,As soon as I have gathered
31998,a-na Sin-re-me-ni qi-bí-ma,Speak to Sin-rémeni
31999,um-ma dEN.ZU-a-bu-gu-ma,Thus says Sin-abagu
32000,dutu ù dmarduk aš-gu-mi-ia da-ri-ig u4-mi li-ba-al-li-tû-ka,May Samas and Marduk keep you in good health forever for my sake
32003,te4-mi tu-ur-ri,report back
32005,a-na Su-ul-mi-ka,to (inquire about) your well-being
32012,pf-ba-ti-§u i-il-la-k[a-am],in his service <gap> will come
32014,§e-§u li-te-er-ra-am,must return his donkey to me
32015,X_0 tûg.bi.a-ma,Y_0 the textiles
32016,it-ti ak-ka-di-i,from the Akkadians
32017,gi.kid ku-tu-um-mi,the reed mats
32018,up-pf u§-ta-bi-la-ki,I send you my letter
32019,5 gIn kù.babbar X_0 di-na-ti-§a,5 shekels of Y_0 for her lawsuit
32020,a-di i-mu-tu,till she died
32021,tup-pi an-ni-a-am,this letter of mine
32022,u8.udu.bi.a sa te-re-eb,the sheep you are herding
32023,X_0 si-ni-tim tu-se-si,Y_0 me the sealed documents concerning the sheep
32024,ib-ni d marduk ù mu-ba-lli-it d marduk,Ibni-Marduk and Muballit-Marduk
32025,a-na a-zi-ir-dda-gan,to Azir-Dagan
32026,um-ma dEN.ZU—be-el-num,Thus says Sin-bél-zerim
32027,X_0 ga-u-ru-ki a-ba-nu-ta,Y_0 the departure to (the area) of Abanuta
32028,gi§-ma ug-ta-PI-la-an-ni,he made me give the (whole) boat in compensation
32029,um-ma gu-ti-ma,This (is what) he (said)
32030,X_0 be-el bi-ti-m,Y_0 the house owner
32031,um-ma dumu-munus-dEN-ZU-ma,Thus says the daughter of Sin
32032,da-ri-is u4-mi li-ba-al-li-ka,keep you in good health forever for my sake
32033,um-ma dEN-ZU-ma-gir-ma,Thus says Sin-magir
32035,bi-it a-bi-ka,family of your father
32036,a-na dEN.ZU,to Ibbi-Sin
32038,ir-§u-ma iš-pu-ru,they have written (to you about it)
32039,na-tú sa te-pu-su,What you have done is quite seemly
32040,e-si-ik a-wi-lum,assign (it)
32041,ma-bar dutu a-na be-li-ia,I will pray for my lord before Samag
32042,ig-ri-qâ-am X_0,he Y_0 stolen the tablet sealed
32043,i-du-u mi-gar X_0,the king Y_0 promulgated redress for the land
32044,X_1 ma-tim is-si X_0 ma-li ma-tim im-si,Y_1 lifted up Y_0 the land and has cleansed all of the land
32045,a-na-ku X_0 ma-tim sa-ni-a-ku,I Y_0 have been into the country
32046,X_0 é sin—i-din-nam èr-ka la i-ba-ag-gu-ti,Y_0 is no barley in the house of your servant Sin-iddinam
32047,a-na re-sii—û-sé-li,to Resu-uselli
32048,um-ma dutu—mu-na-wi-ir-ma,Thus says Samag-munawwir
32049,5/6 gin kù.ba bb a r sa-ar-pa-am,5/6 shekel of refined silver
32050,X_0 i-gi-se-e,Y_0 the annual tax
32051,dutu X_0 dmarduk ag-su-mi-ia da ri-is u4-mi,May Y_0 and Marduk keep my superior in good health forever for my sake
32052,i-na udag-la-a gu4.bi.a-ni ka-sû-ma,Our oxen were tied in Daglâ
32053,gu4 is-tu gi-ip-ri X_0 pa-ta-ri-su-nu a-na a.SA-el se.gis.id id-da-ri-ir,"as soon as Y_0 had been untied after work, (some) ox(en) broke loose into a sesame field"
